,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_0_0.0,feature_0_1.0,feature_0_2.0,feature_0_3.0,feature_0_4.0,feature_0_nan,feature_1_0.0,feature_1_1.0,feature_1_2.0,feature_1_3.0,feature_1_4.0,feature_1_nan,feature_2_0.0,feature_2_1.0,feature_2_2.0,feature_2_3.0,feature_2_4.0,feature_2_nan,feature_3_0.0,feature_3_1.0,feature_3_2.0,feature_3_3.0,feature_3_4.0,feature_3_nan,feature_4_0.0,feature_4_1.0,feature_4_2.0,feature_4_3.0,feature_4_4.0,feature_4_nan
0,1.1223146446006464,-0.01031844018107096,-0.030764161254123214,0.5285920252722613,-0.5050275594142182,-1.2049476379543398,-0.5769836302257707,0.731093784797868,0.012836946138306705,-0.5769975023020169,-0.06499193893224174,-0.11597628153161252,-0.011731093864655701,-0.559904673627599,-0.852567814217805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,-0.5159859728164331,0.708216889019665,0.7217798154028661,-0.9356781507473324,0.31716654293154134,0.16170442989671938,0.5243609288633965,1.0267603677078874,0.2916278195888974,0.268934456320636,-2.128454529222777,-2.444442947262927,-0.3030919874226004,-2.717017238577457,0.5716387816884542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,0.7568930606226111,-0.9150205518193516,-0.24941217401954024,-0.8599031098411184,0.7242587657799552,1.5569766486358398,0.035364963247437695,-0.7727264167848339,-0.508646576420098,-0.00020190514002176382,-0.7499055037151832,-1.3938222818724202,-0.011731093864655701,-0.10860399385853747,-0.3730965618984376,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,-0.4543191178666884,0.26206903407150123,1.411178665922682,0.2401259511290024,0.43094796429012744,0.2686799691927912,-0.801512989763222,-0.7605951613889725,1.5965648836757809,-0.1280266622144449,1.0505607555348058,1.0495394720051396,0.3680413123851678,1.7082726485393853,-0.05580626162258645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,0.4869127452512755,-0.013112265681812469,-0.2990801566159941,0.3292109822181289,-0.7748868288008292,0.7156015223894444,1.9720083712390466,0.29456144912029864,0.11141796250641278,0.8394336576415625,0.28928456763078836,0.755958426202954,-0.23422824798559824,-0.93820249334314,1.6131513208977897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,-0.6159918648459064,-0.052835660588653265,-0.8009666828159764,0.5895166015783875,-0.6085263282063385,-1.1013251623635778,-1.9979370497249918,0.6958634287165725,-2.4726016002955835,1.2977722418506743,1.505448801451103,-0.26908085956755773,-0.320877603688983,-0.3559271984629291,-0.4954132789594239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,-0.09355923739721721,0.15843443158712164,0.21167822530788558,-1.8059944224204014,-0.6606974097896071,0.06521137746154541,-0.42295929852030234,-2.8693031408463314,-1.3746035415374407,0.565750388357319,0.0410825980403479,2.6946577151990905,-2.2215508121427074,-0.5329841019003185,-0.15526017818252838,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,1.6087976325691844,-0.6909446055888142,0.22831939632269996,-0.3446413504405519,0.259522973927127,0.4359890811935663,-0.6701015307663015,0.40648623904958414,-2.106835294792897,0.8770064013078736,-0.40122676047851163,-0.47307953157631283,-0.4895131658361942,-0.1820689654640576,-0.32788321669129544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0.6442893796813125,0.3608307507664754,-0.6812409258592601,0.39762248441275216,-1.1391523047655336,1.3978899326128416,-1.2722523530709604,1.1987603982355006,1.7748022885291723,1.3181238388524752,0.7727151156202167,1.089911431247424,0.6797600510572966,0.347792222602456,-1.3432648235445634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0.7474642829494281,0.7712565833601256,-0.05017710496449754,-0.24423544358094992,0.42340320488895605,0.03637780732954893,0.5316424041048673,-0.16345776398868975,1.914365588480132,-0.19008283369187665,-1.1643153974184384,-0.8827923109842789,-1.1804352661275361,-0.8768087211841252,0.7831955966753724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
